github_id,target_role,total_repos,top_languages,topics
DosX-dev,"Web Frontend (Lv2. 강한 의심 / 25점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 8점)",45,"{'JavaScript': 10, 'Visual Basic .NET': 9, 'C': 8}","['cpu', 'javascript', 'framework', 'tcc', 'secret', 'just-for-run', 'interpreter', 'type', 'learning', 'decimal']"
joiplay,Systems/Embedded (Lv1. 의심 / 7점),30,"{'C': 6, 'Java': 3, ""Ren'Py"": 1}",[]
cinepi,X (추론 안됨),13,"{'C++': 2, 'C': 1, 'Shell': 1}","['camera', 'open-source', 'raw-video', 'dng', 'linux', 'raw', 'video-processing', 'raspberry-pi', 'sdk', 'cinema']"
lucky-elsa,Web Frontend (Lv2. 강한 의심 / 26점),34,"{'TypeScript': 13, 'JavaScript': 11, 'Python': 3}",[]
vishaltewatia,Web Frontend (Lv3. 확신 / 90점),100,"{'CSS': 55, 'HTML': 28, 'JavaScript': 7}",[]
anajulialeite,"Web Frontend (Lv2. 강한 의심 / 33점)
 🕵️ 부캐 스캔: Mobile App (Lv2. 강한 의심 / 22점)",55,"{'C#': 11, 'HTML': 11, 'JavaScript': 6}","['github-config', 'bootstrap', 'javascript', 'framework', 'aplicacion-web', 'readme-profile', 'android', 'poo', 'mediatr', 'hp']"
Anteste,Web Frontend (Lv1. 의심 / 9점),25,"{'PHP': 8, 'Python': 5, 'HTML': 4}","['bootstrap', 'open-source', 'csharp', 'current-time', 'gobuster', 'bruteforce', 'discord-bot', 'e-commerce-project', 'pentesting', 'shopping']"
briancodex,Web Frontend (Lv2. 강한 의심 / 39점),45,"{'JavaScript': 23, 'CSS': 10, 'HTML': 5}",[]
dangalansky,"Web Frontend (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 11.0점)",34,"{'Python': 16, 'JavaScript': 4, 'HTML': 3}","['graphic-design', 'github-config', 'bootstrap', 'javascript', 'breakout', 'typing', 'injury', 'application', 'learning', 'github']"
Ronaldo45rt,"Web Frontend (Lv2. 강한 의심 / 25점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 13점)",52,"{'JavaScript': 24, 'Python': 14, 'Rust': 13}",[]
MohamedMohamoud,Web Frontend (Lv3. 확신 / 94점),98,"{'JavaScript': 31, 'HTML': 30, 'CSS': 30}",[]
Prdsilva80,Web Backend (Lv2. 강한 의심 / 22.0점),14,"{'Java': 5, 'Python': 4, 'HTML': 2}","['spring-initializr', 'java', 'spring-jpa', 'spring-hibernate', 'sts', 'maven', 'spring-web', 'spring-boot']"
jasmcaus,ML/AI Engineer (Lv1. 의심 / 10.5점),13,"{'C': 3, 'Python': 3, 'C++': 2}","['opencv-course', 'automatic-differentiation', 'hazel-lang', 'video', 'neural', 'pytorch', 'binary-comparisons', 'tensor', 'cpp17', 'embedded']"
0xgpapad,X (추론 안됨),100,{'Dockerfile': 1},[]
iOS17,Mobile App (Lv2. 강한 의심 / 30점),18,{'HTML': 1},"['esignios', 'i4tools', 'download', 'signer', 'checker', 'esigncertificate', 'tweaks', 'linux', 'unc0veripa', 'esign']"
claudineiaga,Web Frontend (Lv3. 확신 / 93점),100,"{'CSS': 55, 'JavaScript': 27, 'HTML': 9}",[]
SEV-96,Web Frontend (Lv1. 의심 / 6점),11,{'TypeScript': 6},[]
Davidevlops,"Web Frontend (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.0점)",25,"{'JavaScript': 6, 'Python': 6, 'HTML': 3}","['config', 'github-config']"
Sliverkiss,Web Frontend (Lv2. 강한 의심 / 21점),55,"{'JavaScript': 12, 'Python': 7, 'TypeScript': 4}","['checkin', 'telegram', 'quantumultx', 'scripts', 'bot', 'deno']"
ankurdotio,"Web Frontend (Lv3. 확신 / 80점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.0점)",100,"{'JavaScript': 61, 'EJS': 14, 'HTML': 9}","['open-source', 'testdog', 'community', 'rest-api', 'free-api']"
sdo977,"Web Frontend (Lv2. 강한 의심 / 73점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 15.5점)",42,"{'JavaScript': 12, 'HTML': 5, 'TypeScript': 4}","['javascript', 'easybank-landing-page', 'github-tracker', 'interview-practice', 'php-framework', 'easybank', 'awesome-list', 'tailwind-css', 'vuejs', 'tailwindcss']"
vavkamil,"Web Backend (Lv1. 의심 / 6.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 6.5점)",30,"{'Python': 13, 'HTML': 3, 'Shell': 2}","['hacking', 'vulnerable-applications', 'security-tools', 'awesome', 'tools', 'penetration-testing', 'bug', 'bugbounty', 'security', 'vulnerable']"
Mulandii,Web Frontend (Lv2. 강한 의심 / 20점),61,"{'JavaScript': 15, 'Python': 4, 'HTML': 4}","['config', 'github-config']"
wr0110,Web Frontend (Lv2. 강한 의심 / 17점),26,"{'JavaScript': 10, 'TypeScript': 6, 'Python': 1}","['config', 'github-config']"
sun0225SUN,Web Frontend (Lv2. 강한 의심 / 18점),27,"{'TypeScript': 8, 'HTML': 4, 'C++': 3}","['photography', 'django', 'readme', 'astro-template', 'github', 'portfolio', 'astro', 'vue', 'album', 'blog']"
WhaleFell,"Web Backend (Lv2. 강한 의심 / 15.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 10.5점)",62,"{'Python': 21, 'Go': 5, 'TypeScript': 5}","['action', 'picgo', 'spider', 'pzez', 'moodiary', 'sky', 'python', 'china-girl', 'pyrogam']"
h-ssiqueira,"Web Backend (Lv2. 강한 의심 / 42.5점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 13점)",52,"{'C': 13, 'Java': 11, 'Jupyter Notebook': 3}","['transfer-learning', 'javascript', 'enrollment-management', 'github-pages', 'pathfinding', 'readme-profile', 'bigonotation', 'githubio', 'college', 'compiler']"
GuilhermeNobrega,"Web Backend (Lv1. 의심 / 12.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 10점)",48,"{'Shell': 10, 'HTML': 8, 'Python': 7}","['javascript', 'readme-profile', 'flask-web', 'color-scheme', 'declarative-language', 'sql', 'capture-the-flag', 'ascii-art', 'ideascripting', 'ctf-events']"
AlexNesvit,Web Frontend (Lv2. 강한 의심 / 27점),47,"{'JavaScript': 14, 'PHP': 12, 'CSS': 6}","['github-config', 'python-bot', 'readme-md', 'phpframework', 'bootstrap', 'readme-front', 'front', 'telegram-bot-api', 'laravel', 'github']"
InflixOP,"ML/AI Engineer (Lv2. 강한 의심 / 23.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 14점)",100,"{'Jupyter Notebook': 16, 'CSS': 5, 'Python': 4}","['bootstrap', 'github-config', 'javascript', 'readme-stats', 'framework', 'modeling', 'readme-profile', 'gemini-api', 'vscode', 'text-scraping']"
CrazyIndianDeveloper,X (추론 안됨),20,"{'CSS': 4, 'Python': 3, 'Shell': 3}","['hacking', 'free-hacking-termux', 'crazyindiandeveloper', 'hacking-code', 'google', 'hacking-tool', 'hackingtool', 'hacking-tutorial-sites', 'hackingtools', 'books']"
RGBCube,"Web Backend (Lv2. 강한 의심 / 16.5점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",45,"{'Python': 7, 'Nix': 6, 'Rust': 6}","['twitter', 'cursed', 'vlang-module', 'deno', 'nu', 'kakoune', 'fast', 'no-threejs', 'u16', 'vim']"
Los-had,"Web Backend (Lv2. 강한 의심 / 57.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 9.0점)",41,"{'Python': 18, 'Go': 6, 'Ruby': 6}","['github-config', 'bootstrap', 'pokedex', 'colly', 'caesar-cipher', 'gitignore', 'spider', 'fakes', 'vbs', 'cli']"
tymsai,"Systems/Embedded (Lv2. 강한 의심 / 21점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 17점)",53,"{'C++': 19, 'HTML': 9, 'Python': 8}","['express', 'reactjs', 'cpp', 'dsa-algorithm', 'oop', 'stl', 'cpp14', 'python3', 'dsa-practice', 'data-structures']"
greyhatguy007,"ML/AI Engineer (Lv2. 강한 의심 / 36.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 23점)",73,"{'Jupyter Notebook': 10, 'HTML': 7, 'Python': 6}","['decision-trees', 'logistic-regression', 'github-config', 'bootstrap', 'javascript', 'supervised-machine-learning', 'coursera-data-science', 'github', 'selenium', 'html5']"
CodeByStella,"Web Frontend (Lv2. 강한 의심 / 42점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 24.0점)",77,"{'TypeScript': 29, 'JavaScript': 9, 'Python': 6}","['moneyfoward', 'documentation', 'non-fungible-token', 'unlocker', 'puppeteer-real-browser', 'diagrams', 'open-source', 'nft', 'cmc', 'api-integration']"
BrightDaniel,"Web Frontend (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 9점)",61,"{'Python': 10, 'C': 9, 'JavaScript': 5}","['bootstrap', 'javascript', 'html-css-javascript', 'html5', 'flask-login', 'c-programming-language', 'flask-web', 'course-management', 'blog-post', 'user-dashboard']"
themiralay,"Game Dev (Lv1. 의심 / 13점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 6점)",47,"{'C#': 13, 'Python': 7, 'JavaScript': 3}",[]
sadmann7,Web Frontend (Lv2. 강한 의심 / 24점),25,"{'TypeScript': 21, 'Shell': 1}","['csv-parser', 'csv-importer', 'importer', 'stripe', 'open-source', 'wai-aria', 'shadcn-ui', 'table', 'sortable', 'tanstack-table']"
LeCoinStat,X (추론 안됨),18,"{'Jupyter Notebook': 5, 'Python': 2, 'HTML': 2}",[]
nicoalbanese,Web Frontend (Lv3. 확신 / 76점),100,"{'TypeScript': 73, 'MDX': 3, 'Lua': 2}","['handlebars', 'template', 'typescript']"
Irina-Smol,"ML/AI Engineer (Lv1. 의심 / 12.5점)
 🕵️ 부캐 스캔: Data Scientist (Lv1. 의심 / 9.5점)",64,"{'Jupyter Notebook': 16, 'Python': 13, 'R': 3}","['machine-learning', 'deep-learning']"
etabebe1,"Web Frontend (Lv2. 강한 의심 / 33점)
 🕵️ 부캐 스캔: Web3/Blockchain (Lv1. 의심 / 14점)",51,"{'JavaScript': 19, 'Solidity': 14, 'CSS': 10}",[]
abhigyanpatwari,Web Frontend (Lv1. 의심 / 12점),20,"{'TypeScript': 4, 'JavaScript': 3, 'CSS': 3}",[]
nam-htran,Web Frontend (Lv1. 의심 / 8점),22,"{'TypeScript': 7, 'Jupyter Notebook': 6, 'Python': 5}","['config', 'github-config']"
0xSojalSec,X (추론 안됨),100,"{'Jupyter Notebook': 1, 'Python': 1}",[]
jamesfang8499,X (추론 안됨),29,"{'TeX': 18, 'C#': 2, 'MATLAB': 1}",[]
StefanHritcu,Web Frontend (Lv2. 강한 의심 / 32점),41,"{'JavaScript': 20, 'HTML': 6, 'TypeScript': 4}",[]
ZhuiyiTechnology,X (추론 안됨),12,{'Python': 10},[]
afsh4ck,"Web Backend (Lv1. 의심 / 7.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.0점)",28,"{'Python': 14, 'Shell': 3, 'TypeScript': 2}","['github-config', 'visual-map', 'domain', 'username', 'ai', 'pentesting', 'custom', 'nextjs', 'customization', 'shell']"
Drako01,"Web Backend (Lv3. 확신 / 80.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 48점)",100,"{'JavaScript': 19, 'Java': 12, 'HTML': 11}","['es6', 'github-config', 'javascript', 'yarn', 'phyton', 'jpa-hibernate', 'github', 'maven', 'html5', 'grid']"
OthmanAdi,Web Frontend (Lv2. 강한 의심 / 38점),59,"{'JavaScript': 12, 'Python': 8, 'PHP': 8}","['agents', 'github-config', 'personal-knowledge-management', 'javascript', 'bookmarks', 'shadcn-ui', 'prompt-fusion', 'openai-sdk', 'ai-agents', 'awesome-list']"
PeiQi0,X (추론 안됨),24,"{'Go': 1, 'Solidity': 1}","['peiqi-wiki', 'move', 'blockchain', 'vuln', 'cve', '0day', 'ai', '1day', 'solidity', 'redteam']"
techiescamp,"DevOps/SRE (Lv3. 확신 / 111점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 10점)",89,"{'HCL': 12, 'Shell': 8, 'Python': 6}","['github-config', 'service-mesh', 'kustomize', 'minikube-commands', 'devops-roadmap', 'devops-mlops', 'ckad', 'jenkins-pipeline', 'minikube-setup', 'logging']"
MichaelYuhe,Web Frontend (Lv2. 강한 의심 / 50점),100,"{'TypeScript': 33, 'JavaScript': 7, 'Jupyter Notebook': 2}","['starter-kit', 'chrome-extension', 'vite', 'zeabur', 'chatgpt', 'tailwindcss', 'tabs-management', 'typescript', 'chrome', 'react']"
AntonRomanenkov,Web Frontend (Lv1. 의심 / 9점),51,"{'HTML': 5, 'JavaScript': 4}",[]
im-hanzou,"Web Backend (Lv1. 의심 / 10.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 9점)",100,"{'Python': 14, 'JavaScript': 7, 'HTML': 2}","['bitquant', 'cve-2025-56399', 'roblox', 'framework', 'checker', 'mass-scanner', 'lua', 'autotask', 'kiteai-auto-bot', 'laravel']"
Rupesh155,Web Frontend (Lv3. 확신 / 80점),100,"{'JavaScript': 50, 'HTML': 26, 'Java': 4}",[]
qwqdanchun,X (추론 안됨),33,"{'C#': 5, 'C': 4, 'JavaScript': 2}","['security', 'explorer', 'control', 'red-team', 'theme', 'backdoor', 'infosec', 'rat', 'c-sharp', 'remote-desktop']"
bhza,DevOps/SRE (Lv1. 의심 / 6점),100,"{'Vim Script': 1, 'PHP': 1}","['docker', 'laravel-framework', 'phpmyadmin', 'docker-compose', 'php', 'mysql']"
mtayyabrawan,"Web Frontend (Lv3. 확신 / 102점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 13.0점)",56,"{'JavaScript': 18, 'TypeScript': 10, 'CSS': 7}","['javascript', 'card', 'amazon-clone', 'learning', 'quiz-game', 'vscode', 'vitejs', 'webapp', 'sql', 'cpp']"
genabdulrehman,"Mobile App (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 8점)",27,"{'C++': 8, 'Dart': 8, 'JavaScript': 4}",[]
harryheman,Web Frontend (Lv2. 강한 의심 / 16점),14,"{'TypeScript': 6, 'JavaScript': 3, 'Rust': 2}","['webpack5', 'webpack', 'javascript', 'configuration', 'boilerplate', 'utils', 'rust', 'html5', 'utilities', 'snippet']"
Syipmong,"Web Frontend (Lv2. 강한 의심 / 44점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 12점)",100,"{'JavaScript': 16, 'TypeScript': 10, 'Python': 10}","['javascript', 'interpreter', 'android', 'compiler', 'decision-making', 'middleware', 'finance', 'linear-search', 'queue', 'mongo']"
ArthurHendrich,Web Frontend (Lv1. 의심 / 6점),20,"{'Python': 3, 'TypeScript': 3, 'JavaScript': 3}",[]
dog-qiuqiu,Systems/Embedded (Lv1. 의심 / 8점),45,"{'C++': 6, 'Python': 3, 'C': 2}","['yolov3', 'simplepose', 'landmark', 'landmark-detection', 'object-detection', 'mxnet', 'mnn-framework', 'mobilenet-yolo', 'face-detection', 'ncnn']"
SylvanFranklin,"Systems/Embedded (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 6점)",66,"{'Rust': 10, 'Typst': 9, 'Svelte': 9}","['tooling', 'meta', 'nonsense-information', 'github-config', 'nonsense', 'nvim', 'generator', 'math', 'ambiguity', 'typst-template']"
gabrielle-lima,"Web Backend (Lv1. 의심 / 13점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 7점)",48,"{'Java': 13, 'JavaScript': 5, 'EJS': 1}",[]
Uxxxxxxx,X (추론 안됨),47,"{'Java': 1, 'Shell': 1, 'Jupyter Notebook': 1}",[]
cassimahmedattia,X (추론 안됨),100,"{'SCSS': 1, 'HTML': 1}","['data-security', 'cybersecurity', 'systemsecuritydesign', 'blockchain', 'blockchain-infrastructure', 'fintech', 'core-blockchain', 'information-security', 'blockchain-technology', 'cyber-security']"
BlackSnufkin,Systems/Embedded (Lv1. 의심 / 11점),21,"{'Rust': 8, 'PowerShell': 3, 'C': 2}","['rust', 'discord-bot', 'module-stomping', 'ai', 'red-team', 'vulnerable-driver', 'mcp', 'docker-compose', 'virtual-machine', 'hacking-toolkit']"
erkamesen,"Web Backend (Lv2. 강한 의심 / 48.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 18.5점)",41,"{'Python': 25, 'CSS': 5, 'JavaScript': 3}","['github-config', 'scrape', 'javascript', 'bootstrap', 'hcaptcha', 'webframework', 'linux', 'api', 'sklearn', 'linkedin']"
RexanWONG,"Web Frontend (Lv2. 강한 의심 / 27점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 6점)",48,"{'JavaScript': 14, 'TypeScript': 10, 'Swift': 6}","['github-config', 'reactjs', 'thirdweb', 'nextjs', 'mobilenetv2', 'erc6551', 'token-bound-account', 'foundry', 'coreml', 'wwdc23']"
eternity-oop,Web Backend (Lv2. 강한 의심 / 45점),45,{'Java': 45},[]
ashwinikumar01,"Web Frontend (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 9점)",33,"{'Dart': 9, 'JavaScript': 7, 'TypeScript': 4}","['cloudfirestore', 'datetimepicker', 'chat', 'firebase-hosting', 'apiclient', 'npm', 'dsa-algorithm', 'instagram', 'firebaseauth', 'httpclient']"
LucasMB21,Web Frontend (Lv2. 강한 의심 / 23점),29,"{'HTML': 10, 'JavaScript': 8, 'CSS': 5}",[]
machine1337,"Web Backend (Lv2. 강한 의심 / 16.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 12.0점)",78,"{'Python': 24, 'Shell': 17, 'C': 2}","['windows-shells', 'location', 'red-teaming-tools', 'powershell-rat', 'netcat', 'freesms', 'cybersecutiry', 'sqli', 'pdfcracking', 'freecrypter']"
Ariashakoo,X (추론 안됨),17,"{'Python': 4, 'HTML': 3, 'Jupyter Notebook': 3}","['config', 'github-config']"
peymanmotamedifar,Web Frontend (Lv1. 의심 / 12점),19,"{'HTML': 8, 'SCSS': 4, 'JavaScript': 4}",[]
PouyaSonej,X (추론 안됨),27,"{'Jupyter Notebook': 13, 'Python': 7, 'JavaScript': 1}",[]
PeiranLi0930,X (추론 안됨),18,"{'Jupyter Notebook': 2, 'Python': 1, 'HTML': 1}","['figures', 'computer-vision', 'emotion-recognition', 'emotion', 'video', 'expression', 'emotion-detection', 'natural-language-processing', 'deep-learning']"
nature613,"Web Backend (Lv1. 의심 / 13.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 7점)",33,"{'Go': 10, 'JavaScript': 6, 'Vue': 4}",[]
lovelyBestDev,Web Frontend (Lv1. 의심 / 10점),15,"{'JavaScript': 8, 'Solidity': 2, 'HTML': 2}","['config', 'github-config']"
maheshbasnet089,"Web Frontend (Lv2. 강한 의심 / 73점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 8점)",100,"{'JavaScript': 48, 'TypeScript': 17, 'C#': 8}","['hacktoberfest2022', 'contributions-welcome', 'open-source', 'hacktoberfest-accepted', 'hacktoberfest-starter', 'filesharing', 'learning', 'hacktoberaccepted', 'hacktoberfest', 'hacktoberfest2023-accepted']"
NextThread,"Web Frontend (Lv2. 강한 의심 / 35점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.0점)",100,"{'JavaScript': 14, 'TypeScript': 12, 'HTML': 9}","['first-contributions', 'first-pull-request', 'open-source-project', 'nlp', 'open-source', 'development', 'bot', 'first-contribution', 'cloud', 'api']"
luijait,"Web Backend (Lv1. 의심 / 9.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 8.0점)",55,"{'Python': 16, 'Shell': 4, 'C': 2}","['scapy', 'cve', 'security', 'parser', 'linux', 'arp', 'polkit', 'golang', 'pentesting', 'scanports']"
DJ-Raven,"Web Backend (Lv3. 확신 / 95점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 8점)",100,"{'Java': 95, 'JavaScript': 2, 'C++': 2}","['swing-color-picker', 'geochart', 'datetimepicker', 'timepicker', 'blur-image', 'swing-gui', 'icon', 'svg', 'chat', 'glassmorphism']"
MSOB7YY,"Mobile App (Lv2. 강한 의심 / 36점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 6점)",86,"{'Dart': 35, 'C++': 2, 'C': 2}",[]
jarrodnorwell,"Mobile App (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 9점)",27,"{'Swift': 9, 'C++': 7, 'Python': 4}","['javascript', 'minimal', 'api', 'github', 'like', 'instagrapi', 'scraper', 'instagram', 'code', 'ouo']"
